WKT,Area
"POLYGON ((0.445563974166594 52.7091538358926,0.440057404257504 52.7046534900035,0.423733523644413 52.7095577589985,0.423695802001262 52.7350878769375,0.446907622484989 52.7151373915403,0.445563974166594 52.7091538358926))",North Runcton
"POLYGON ((1.03432855986168 52.6960977731455,1.04439619424327 52.6862882437407,1.04326187079251 52.6841510830446,1.01005865294553 52.6690889823969,0.97804661980547 52.6779885010217,0.977160104840226 52.6851578690566,1.01660687455218 52.7020763895783,1.03432855986168 52.6960977731455))",North Tuddenham
"POLYGON ((1.39822496319174 52.8504282503665,1.41847666867293 52.8414968150955,1.41948968129802 52.8366402528622,1.43620733895584 52.825740663463,1.42780079169823 52.8083860086927,1.41992774615798 52.8033292773999,1.42742315813801 52.7962296015173,1.41895836326565 52.7936119983828,1.40255091529629 52.7976534404329,1.39865073616929 52.8017150887244,1.39871460305115 52.8018933723484,1.39832811936548 52.8020510234833,1.36480116251334 52.8062329762747,1.35547883084129 52.8293693433469,1.36482744433072 52.8342242998473,1.36860079372067 52.8346476528929,1.39239137006076 52.850773353971,1.39822496319174 52.8504282503665))",North Walsham
"POLYGON ((0.450933981353101 52.8086972622043,0.453145067056051 52.7940410813962,0.450605871232042 52.7906288293699,0.449243916806002 52.7846871181279,0.449233711983164 52.7846168372633,0.447587483905841 52.7852967855732,0.440707553914908 52.7858808993015,0.434520908063036 52.7846753586882,0.434086141334898 52.7866886092146,0.432487240697981 52.7868463846557,0.43233570032976 52.786283889862,0.429701770897936 52.7863378664854,0.42954154491482 52.7862305462637,0.425648658297807 52.7867670141653,0.424928025791881 52.7865299722754,0.424607903082802 52.7858144581594,0.42454578501096 52.7831815146778,0.397371356158114 52.7826425517939,0.389767997271453 52.7854495692498,0.394594871372773 52.8242871447185,0.450933981353101 52.8086972622043))",North Wootton
"POLYGON ((1.35096586424275 52.909118537086,1.34867736407614 52.8929058067248,1.32686392523585 52.8889445962873,1.32453352604924 52.8891717674099,1.32319674268318 52.8901610944136,1.32465656144955 52.902948276152,1.32567582073848 52.9118716736266,1.35096586424275 52.909118537086))",Northrepps
"POLYGON ((0.617035100808172 52.5387101455961,0.615951603097226 52.5237827593367,0.613883133371934 52.5145898074654,0.588724364493435 52.5232100669944,0.574772202735861 52.5289719653433,0.541587854786015 52.5279778017458,0.528875659502126 52.5440712551319,0.555889630611862 52.5533715828145,0.567038699361685 52.5618928399626,0.617035100808172 52.5387101455961))",Northwold
"POLYGON ((1.19730490685356 52.3592156950782,1.17800592860527 52.3437456728913,1.16230671549325 52.3562342779873,1.166517708687 52.360597346149,1.19730490685356 52.3592156950782))",Oakley
"POLYGON ((1.07293641482527 52.4976150734649,1.04654853579049 52.4659585114903,1.01966763138184 52.4668800493284,1.0080987499463 52.4559378399352,0.973694990588996 52.4598148662456,0.988246073859179 52.4936022109632,1.00093267984217 52.4852442836634,1.0281228099824 52.4965341802923,1.0709513482757 52.5036289442836,1.07133559771135 52.5021370790176,1.07205987943171 52.5009521645014,1.07293641482527 52.4976150734649))",Old Buckenham
"POLYGON ((0.531231891282639 52.9464182956991,0.511633336909629 52.9350261540119,0.500607918553936 52.9492834486438,0.495441472832601 52.9519417075042,0.496229386121543 52.9527682419446,0.498526760433425 52.9541665199186,0.500346407663766 52.9547899709603,0.502446956295227 52.9554228688399,0.505393100162181 52.9565765175117,0.507940161793066 52.9578770197415,0.510623014429404 52.95975937984,0.51191476816982 52.9605015309539,0.513937499573966 52.9615326733667,0.51565980606476 52.9627280942403,0.516474412007022 52.9634211945559,0.517251473007988 52.9639802087327,0.518194776999459 52.9645806542173,0.51962817785391 52.9654134797324,0.519949390041656 52.9656437930708,0.531231891282639 52.9464182956991))",Old Hunstanton
"POLYGON ((1.7160329388821 52.6703181169756,1.71186997713339 52.6632399009988,1.70721329567733 52.6594233518436,1.70247108698035 52.6604832993644,1.6934553941069 52.6587264903911,1.68683587482035 52.6584592964561,1.67677086313825 52.6628354854213,1.67635627467067 52.6632907416921,1.67915873010733 52.686644300121,1.6919296815989 52.6853403888886,1.69599313350497 52.6834907844655,1.69791906675463 52.6839519332122,1.70828146597423 52.6763372535832,1.71084003256124 52.6765352678873,1.7160329388821 52.6703181169756))",Ormesby St Margaret
"POLYGON ((1.67915873010733 52.686644300121,1.67635627467067 52.6632907416921,1.65095521120023 52.6722714069922,1.64250594240886 52.6694020051745,1.63723468111069 52.6700952788158,1.64122600155003 52.6757088237692,1.64105857059078 52.6773733432995,1.64900157921745 52.6881223388725,1.66387608348383 52.6938178264495,1.67915873010733 52.686644300121))",Ormesby St Michael
"POLYGON ((1.18561110107691 52.8168851450245,1.17129945335342 52.7943639754342,1.15849737324238 52.7944549980442,1.14514505840126 52.8155485979518,1.15188079914264 52.8200421149016,1.15455869294884 52.8214139686178,1.16262663775577 52.8255461806355,1.18561110107691 52.8168851450245))",Oulton
"POLYGON ((1.73316451599959 52.5025795639377,1.73212243112133 52.5020157848641,1.7317404063827 52.5018091002066,1.73017488196719 52.501509285113,1.72989729113043 52.5003043117174,1.72828095290719 52.4991772803977,1.72632864349042 52.4989175799706,1.72601914988464 52.4966426492102,1.7268419267624 52.4933658967269,1.72758494392656 52.490753227893,1.72770350622651 52.4883563871846,1.72548820798693 52.4878018685233,1.723430836562 52.4882534573739,1.7205631709432 52.4883437884451,1.71772892060847 52.4881998736748,1.70558350418106 52.4861205582906,1.69653039954029 52.485824651234,1.6905457282396 52.4793829997465,1.6878726571819 52.4765510434372,1.68752772293983 52.4752932707633,1.68285125059736 52.4775466120015,1.6825863092622 52.4904724246968,1.6824374460107 52.4954622234483,1.67618397616649 52.4976202598943,1.67508231125712 52.5001997634241,1.68023071230928 52.503446605096,1.68085309927309 52.5040638597025,1.72248013157646 52.5053912186416,1.72654762469164 52.5055200804471,1.73248392791066 52.5029667540351,1.73316451599959 52.5025795639377))",Oulton
"POLYGON ((1.75618187776771 52.4715518005959,1.75607788587498 52.4714716371087,1.75607176921344 52.4713998710158,1.75606794631306 52.471355017207,1.75585540903897 52.4712808185894,1.75540843632652 52.4713939733062,1.7551610034046 52.4714288234998,1.75406860908535 52.4714005750489,1.75345545769789 52.4714650322851,1.75317635096358 52.4714738993998,1.75299166941454 52.4713808206123,1.75225834310111 52.4706121958576,1.7515617579887 52.4702964608132,1.75133095493503 52.4703215711837,1.75134303107819 52.4704634436897,1.75249488261113 52.471367165498,1.75188840550901 52.4713978725859,1.75159478892771 52.4712362906334,1.75141240249493 52.4711701217175,1.7511758391094 52.4711596430893,1.75099345359452 52.4710934735073,1.75075402009448 52.4708761988493,1.74949565297073 52.4699356818587,1.74928866451953 52.4697533548511,1.7489595851097 52.4695209315696,1.74857270761702 52.4691284303919,1.74659773520684 52.4669998031814,1.74479928155279 52.4676474356433,1.74409648744183 52.4679765387927,1.74196442797858 52.4686856378905,1.73996963116804 52.4689865195326,1.73881734344369 52.4697477269982,1.73864526066586 52.4698614017558,1.73627953623216 52.4687236200532,1.73347719869044 52.4673842503049,1.73058767663294 52.4643221167504,1.72520978488443 52.460624428613,1.72304851276421 52.4589376243538,1.72220384626178 52.4582783408351,1.71978780082033 52.4563924034067,1.71513959679665 52.4543967372768,1.71509093464335 52.4543917183727,1.71502767564462 52.4543851939808,1.71512959980891 52.454278055106,1.71458693413441 52.4541689544552,1.71291872240536 52.4538335430626,1.71293947030861 52.4537619404318,1.71198264603853 52.4535138240518,1.711192092844 52.4541479877015,1.71021187821759 52.4545357587069,1.70961433837296 52.4557682824153,1.70823355337796 52.4560258168836,1.70705542951188 52.4567838860386,1.70650912634653 52.4572936816134,1.7056274134581 52.457464131466,1.7038828878942 52.4575664246082,1.70270624967483 52.4579364900969,1.70164316082519 52.4587313713281,1.69990749791069 52.4594045082305,1.6983472138591 52.4593819543839,1.69480225106677 52.4589216599916,1.69340932723092 52.4590365980673,1.69238002887225 52.4593067532538,1.69231924344872 52.4610023027265,1.69536637392325 52.4648102280972,1.69219712688486 52.4683102596316,1.68906597357212 52.4710390451537,1.68857399160061 52.4723884256213,1.69203289259676 52.4720187055463,1.69862665147725 52.472574121458,1.70669785886054 52.4749391591461,1.71020029787083 52.4748768554555,1.71340950153101 52.4741096840684,1.7164077107428 52.4745390073888,1.72185295732605 52.4771759152113,1.72357141303941 52.477216965682,1.72616508407303 52.4758126453966,1.72766901581373 52.4752857748898,1.73141851064499 52.4746345673185,1.73830243377239 52.4735150709594,1.74712415270507 52.4727596227096,1.75140772596583 52.4727188827843,1.75618187776771 52.4715518005959))",Oulton Broad
"POLYGON ((1.21807976246424 52.7880233944142,1.2148296233385 52.7809250581801,1.20524479446659 52.781838568863,1.17129945335342 52.7943639754342,1.18561110107691 52.8168851450245,1.20818267373834 52.8190920638031,1.21807976246424 52.7880233944142))",Oulton Street
"POLYGON ((0.27896693383247 52.6252047728662,0.279048606240129 52.609531804837,0.269112517758141 52.6006170849623,0.268635814004323 52.5985178207989,0.265282754221963 52.5971797901779,0.260323426980572 52.5927276877707,0.229877362256575 52.6033291100693,0.22806641772721 52.6040564097093,0.226690293022576 52.6049188566023,0.22543103806078 52.6066204955469,0.214351455900716 52.6148193631774,0.216293000006413 52.615555999982,0.210800000092145 52.61889200075,0.216292999545011 52.623477000048,0.212676784310152 52.6251237237407,0.219362511227393 52.6295703590753,0.223611632805815 52.6414891421335,0.27896693383247 52.6252047728662))",Outwell
"POLYGON ((1.35680187490797 52.912452285003,1.35096586424275 52.909118537086,1.32567582073848 52.9118716736266,1.31965309916086 52.917266632154,1.32444842054369 52.9250498592539,1.32527986436314 52.924818317354,1.32819279647554 52.9239501963893,1.33077657102009 52.9232568150668,1.33342830806525 52.9226853873577,1.33626796473934 52.9218669912118,1.3400031917452 52.9207771248326,1.34280124894005 52.9200828443852,1.34525410654979 52.9188750402979,1.34843574376678 52.9172157667668,1.35099002543657 52.9160195546551,1.35274218477675 52.9148189148785,1.3537103903883 52.9139183162838,1.35511942270903 52.9132110140511,1.35680187490797 52.912452285003))",Overstrand
"POLYGON ((0.866788084829358 52.6069304878674,0.85831402991896 52.5784804793065,0.82179524732765 52.5824227660265,0.825345952487437 52.6079836911659,0.829580012282518 52.6128131011264,0.854514866489232 52.6123269977716,0.866788084829358 52.6069304878674))",Ovington
"POLYGON ((0.581517137436155 52.6010592022022,0.591292623664711 52.5739312661382,0.567122920903454 52.5625935699908,0.539652208348442 52.5839674503364,0.539274297557718 52.5846417949057,0.541682444966338 52.5976794071588,0.555144146721645 52.6041505039807,0.581517137436155 52.6010592022022))",Oxborough
"POLYGON ((0.844109076366131 52.7893181846489,0.813820273380799 52.7756816283036,0.811210579076405 52.7785192289539,0.812077298245119 52.8002090005449,0.829054104302614 52.8031115863739,0.844109076366131 52.7893181846489))",Oxwick
"POLYGON ((1.74131298042899 52.4593349477231,1.74046739496316 52.457875954466,1.74028579768114 52.4575626073021,1.74007936097026 52.4570384362579,1.73994003976162 52.4566110854358,1.73968157634622 52.4561528520762,1.7393275444469 52.4557319064951,1.73839506103086 52.4547458634209,1.73740908382297 52.4535454290709,1.73674426690149 52.452378043497,1.73577116784868 52.4513284432521,1.73524751516151 52.4501565852526,1.73479077967517 52.4489393303227,1.73450435259427 52.4480625375766,1.73391449803236 52.4465254376981,1.73339607727898 52.4452324926322,1.73059244943886 52.4373439756831,1.72984609941396 52.433430755308,1.7298452852297 52.4334264849914,1.72920319146975 52.433547116621,1.71941097316971 52.4407715556766,1.71596666266227 52.4433119511789,1.71216674284771 52.4433017136072,1.71418283722821 52.4494704885265,1.7183390214352 52.4499051570608,1.71458693413441 52.4541689544552,1.71512959980891 52.454278055106,1.71502767564462 52.4543851939808,1.71509093464335 52.4543917183727,1.71513959679665 52.4543967372768,1.71978780082033 52.4563924034067,1.72220384626178 52.4582783408351,1.72324823073201 52.4582554079082,1.72360235365442 52.4570457083132,1.7286433885761 52.4567677098912,1.73081048430461 52.4570562806618,1.73245518073912 52.4580528349334,1.73286374781593 52.4583003811486,1.73628217326635 52.4595607750392,1.73772422148046 52.4593366610457,1.73871576975059 52.4595432778677,1.74131298042899 52.4593349477231))",Pakefield
"POLYGON ((1.12187629729431 52.3643538977622,1.11435574344017 52.354578744124,1.08223316287794 52.3546701858912,1.07945347681127 52.3597045894856,1.08456143771105 52.3693996651528,1.08890280541405 52.3715237341026,1.11649601297771 52.3691827471294,1.11994051741905 52.364594254355,1.12187629729431 52.3643538977622))",Palgrave
"POLYGON ((1.46098108348721 52.8638770363435,1.45413149495611 52.8524032491135,1.43265650806163 52.8519240562133,1.42397023080076 52.8681503398965,1.44790639481417 52.8716512421833,1.45055126452585 52.8699649772899,1.45414347586557 52.8678778835263,1.45700100693102 52.8662494174014,1.45948539154747 52.8647775394252,1.46040960921291 52.8642840986417,1.46098108348721 52.8638770363435))",Paston
"POLYGON ((0.572059924062442 52.7015091645629,0.557913935744468 52.6709601487696,0.508397769179736 52.6861137894674,0.560621102883867 52.7073472837872,0.572059924062442 52.7015091645629))",Pentney
"POLYGON ((1.31586385325858 52.330765730363,1.29327765228897 52.3168076571096,1.26380406601098 52.3324053345073,1.29418010347626 52.3439482085766,1.31586385325858 52.330765730363))",Pixey Green
"POLYGON ((1.17973926815959 52.8640650219905,1.14297118067362 52.8576515832706,1.14048206613729 52.8609608049612,1.13881631023244 52.8743074405505,1.18061520342689 52.8859541619632,1.17973926815959 52.8640650219905))",Plumstead
"POLYGON ((0.72873781734261 52.7977461461317,0.727946072208654 52.7956826597142,0.72649329708613 52.7918958114104,0.726243107402638 52.7915484130578,0.709469957876618 52.7856620652211,0.700542397165556 52.7885067945272,0.685168385570275 52.7957783270514,0.674919380756137 52.8116150944906,0.675658438791886 52.8145045887129,0.704158893072845 52.8171989921073,0.72873781734261 52.7977461461317))",Pockthorpe
"POLYGON ((1.36783818137656 52.5647447794533,1.3695625404173 52.561558073034,1.37362968069751 52.5571612489519,1.37966439927886 52.5557388729541,1.38057779459253 52.554057108772,1.34313654698811 52.5371575747962,1.33720776815598 52.5466482839965,1.32965858440549 52.5492420098321,1.31432498388873 52.554600872093,1.31472961142576 52.5577320948619,1.31974203638855 52.5660218028764,1.32950781077935 52.5670010850676,1.33188514209875 52.5725314959173,1.33250942144992 52.5754029194115,1.32246424806444 52.5812319844184,1.3301158363615 52.5863227023551,1.33382946328206 52.5842632444196,1.33786955269526 52.5794658162657,1.34015226191276 52.5769113534536,1.34293813768689 52.5740551039887,1.35645046144038 52.5717501468643,1.35698448925241 52.5714522896751,1.35964389582178 52.5710375528803,1.35913865324221 52.5676423592154,1.36783818137656 52.5647447794533))",Poringland
"POLYGON ((1.4058399733395 52.6282981219627,1.41017270008366 52.6192579732648,1.41092155888537 52.6176951186039,1.40767721499531 52.61539075743,1.40537888122278 52.6137581116561,1.40026339967958 52.6101236599037,1.39485949780138 52.6062833696668,1.39258085670496 52.6046637683639,1.39081802224003 52.6047035132685,1.38620876178663 52.6048073094359,1.38057967387342 52.6074241336632,1.3593125305656 52.6173055932923,1.36533441628905 52.6242674409623,1.37252674652468 52.6244975184878,1.38007540777699 52.6264626805664,1.38478080154517 52.6275239690845,1.38680455471592 52.6313098563223,1.4058399733395 52.6282981219627))",Postwick
"POLYGON ((1.6090481472687 52.7338898527923,1.61687192399356 52.7268007493351,1.61686799714033 52.726409644113,1.60510073449577 52.7096785483032,1.57984939744511 52.7076799490933,1.57904512068348 52.7054414111403,1.57636606707054 52.7020244756132,1.57144873129254 52.7005696877313,1.56651289059579 52.7003540819845,1.56163039732749 52.7007925149269,1.55697958782739 52.7007971199325,1.56313712852454 52.7063541246861,1.55621387988203 52.7192763673622,1.55181989870175 52.7274736740854,1.55872498576268 52.7325590732492,1.58571174909136 52.7372681183917,1.59285289755666 52.7332977767173,1.60136086989358 52.7316548504789,1.6090481472687 52.7338898527923))",Potter Heigham
"POLYGON ((1.09174425820978 52.7029077481105,1.09151405210196 52.7010558660136,1.08501326201238 52.6924529220833,1.04439619424327 52.6862882437407,1.03432855986168 52.6960977731455,1.05321632048656 52.7114068198761,1.08092576988674 52.7114023531751,1.09174425820978 52.7029077481105))",Primrose Green
"POLYGON ((1.26147556937885 52.454454434698,1.25985128579282 52.4469276043282,1.25888910444519 52.4424676088905,1.24554699087866 52.4324104384536,1.22354650279842 52.414800716102,1.21602203579512 52.414569631554,1.21035668457289 52.4178131442148,1.20754488438976 52.4318585324392,1.20984782266641 52.4472399340936,1.2222091078674 52.4517221442911,1.22707569986223 52.4567394215205,1.2340796895904 52.4567606438811,1.23638303762445 52.4593692061166,1.25266623754576 52.4540570528453,1.26147556937885 52.454454434698))",Pulham Market
"POLYGON ((1.30520826159808 52.4502683038854,1.29583965680456 52.4331527753338,1.29978158740548 52.4302390591233,1.29111324831654 52.4296762347662,1.27743075687514 52.4303687947759,1.25734691622128 52.4038610438862,1.25814176603644 52.4025933380901,1.23879315557322 52.4020902649639,1.22862594642033 52.403510805681,1.21602203579512 52.414569631554,1.22354650279842 52.414800716102,1.24554699087866 52.4324104384536,1.25888910444519 52.4424676088905,1.25985128579282 52.4469276043282,1.26147556937885 52.454454434698,1.28751631287188 52.455625226025,1.30520826159808 52.4502683038854))",Pulham St Mary
"POLYGON ((1.0080987499463 52.4559378399352,1.00963553882268 52.4470760000298,0.962769924716064 52.4333594103149,0.951862773117764 52.4549019880971,0.973694990588996 52.4598148662456,1.0080987499463 52.4559378399352))",Quidenham
"POLYGON ((1.39818139734368 52.6684625380722,1.39395944405804 52.6531817431045,1.38655057786398 52.6503104698219,1.37036885300802 52.6551639689913,1.35744782013117 52.6539750263683,1.35054913031466 52.6611043633702,1.34978967930544 52.6651723871837,1.33836661737709 52.6743236087458,1.34243068371223 52.6817062116144,1.37243089415605 52.6976531529652,1.37913459751817 52.6862055279251,1.38500614906021 52.6726805048814,1.38962705139838 52.6677587707728,1.39818139734368 52.6684625380722))",Rackheath
"POLYGON ((1.49939315948738 52.6874315578967,1.51795274808464 52.684735906431,1.51901806760835 52.6803493507631,1.51590466350902 52.6773671031383,1.49412759076153 52.6728240977887,1.49015809181349 52.6705360854564,1.48493152134184 52.6709041347942,1.46177273657855 52.673262430553,1.46733006650415 52.6904320892345,1.47203636636615 52.6913989947744,1.47218027574876 52.6899462345519,1.47639970398466 52.6893034753101,1.47841812259785 52.6904741140952,1.48338430181882 52.6933539537554,1.48885476297438 52.6934005161619,1.48993258537122 52.6888043856071,1.49939315948738 52.6874315578967))",Ranworth
"POLYGON ((1.33320808790885 52.419228337427,1.3405150754107 52.4057032364353,1.31851722531237 52.4010099460255,1.30695275638306 52.4154001675313,1.30705620668785 52.4248606194423,1.31338978419924 52.4245123268066,1.33320808790885 52.419228337427))",Redenhall
"POLYGON ((1.02833722194972 52.3526755720741,0.991589719875642 52.3510585425095,0.981195764023011 52.3653965768647,0.982235991463399 52.3692290677834,0.983163240198849 52.3726446871679,0.985908134065183 52.3761320900265,1.02620140496897 52.3782014996818,1.03534580607802 52.3724155814311,1.02833722194972 52.3526755720741))",Redgrave
"POLYGON ((1.55411380617697 52.4159600126461,1.56190020199321 52.4125169432343,1.55707908585294 52.3936384323682,1.55179372483521 52.391420795647,1.53686045965568 52.3919691484065,1.51731563560442 52.401392647617,1.51088705516823 52.4106351530182,1.51095650778713 52.4112485389731,1.52040719617405 52.4174209003401,1.55411380617697 52.4159600126461))",Redisham
"POLYGON ((1.22454299716589 52.2981940374691,1.21904955392287 52.2850295435418,1.20457022631451 52.282666184625,1.18389707366943 52.2870224636895,1.18246201308746 52.300687144978,1.21781352908465 52.3073582655459,1.22454299716589 52.2981940374691))",Redlingfield
"POLYGON ((1.60725668775154 52.5711481576481,1.60751387744177 52.5684343141653,1.60062312975863 52.5677518921982,1.5965333910006 52.5625218588983,1.59049719648915 52.5573507848309,1.58088231299372 52.55615493281,1.58674036614935 52.5518806493019,1.55799948627845 52.5478651850623,1.54203554243201 52.5509246874718,1.54133842546832 52.5534419316572,1.54065428114002 52.5559120709152,1.53863076619495 52.5632166079863,1.56545218547913 52.5783821683938,1.56778607209425 52.57863430784,1.60725668775154 52.5711481576481))",Reedham
"POLYGON ((1.14102952809535 52.7692801231164,1.14361610115585 52.7650845500758,1.1297431361806 52.7502869700195,1.12789598102511 52.7391782557185,1.12279386584812 52.7370822299863,1.09655905988964 52.7401414003212,1.08308783882649 52.7438272475697,1.07423033522827 52.7578045806095,1.07441635162501 52.7580481759525,1.08267067940638 52.7796993463656,1.09568651967364 52.781391961301,1.12099266126285 52.7709727830523,1.14102952809535 52.7692801231164))",Reepham
"POLYGON ((1.60270748367631 52.694727842878,1.59848825300519 52.6872546738464,1.57533490680565 52.6825464634577,1.55697958782739 52.7007971199325,1.56163039732749 52.7007925149269,1.56651289059579 52.7003540819845,1.57144873129254 52.7005696877313,1.57636606707054 52.7020244756132,1.57904512068348 52.7054414111403,1.57984939744511 52.7076799490933,1.60510073449577 52.7096785483032,1.60755939902462 52.7033181203037,1.60270748367631 52.694727842878))",Repps
"POLYGON ((1.01996086128407 52.6175706656917,1.01580095942121 52.6101251088851,1.00993313836104 52.6092758637819,0.987912214576861 52.5980434278801,0.97516527043683 52.5973723085351,0.955473012973262 52.6221570878761,0.95628069229807 52.624868110081,0.958089640748971 52.6252504482412,0.993717890910164 52.6193335423659,0.99677241358439 52.6299853182628,1.01996086128407 52.6175706656917))",Reymerston
"POLYGON ((0.971617733841193 52.312841504907,0.971515480508651 52.312813596537,0.971512471471765 52.3129222558574,0.971050826285436 52.329587354614,0.96814620979683 52.3382585254627,0.988078429074449 52.3470415157448,1.00267591009656 52.3412364587839,1.00398187899247 52.3398707156415,1.00315829490717 52.3355269100826,1.02610130452132 52.3279299711954,1.02617442005658 52.3277142850178,0.971617733841193 52.312841504907))",Rickinghall
"POLYGON ((1.48624727237852 52.8354643959756,1.48700521769373 52.8351864956383,1.49655385505369 52.8292193811581,1.50439635071544 52.8191722208284,1.49617617061849 52.8105726952282,1.48073250490214 52.8110708879506,1.46455976170153 52.8045688867877,1.42780079169823 52.8083860086927,1.43620733895584 52.825740663463,1.4476155096518 52.8277389416038,1.45462421501036 52.8366240280399,1.46431656742365 52.8403610055994,1.47975152676873 52.8391933915613,1.48624727237852 52.8354643959756))",Ridlington
"POLYGON ((1.18042377165169 52.6731420442959,1.18095498992987 52.6711872705731,1.18172043351047 52.6683703076499,1.17704351925249 52.6675375721654,1.17545899020417 52.6675679036078,1.13703650958764 52.6682968863574,1.13258270840043 52.6721757408162,1.13711621197914 52.6879441530573,1.14620716788855 52.693915899994,1.17417449700894 52.696126208285,1.1747965228223 52.6938393653301,1.18042377165169 52.6731420442959))",Ringland
"POLYGON ((1.55941708145693 52.4382203276448,1.55738903307526 52.4358854559621,1.51959119185447 52.4303395919219,1.51615173670417 52.4366203917236,1.54446223731833 52.4507296668503,1.55680766512838 52.4435476730294,1.55760459246643 52.4389143792534,1.55941708145693 52.4382203276448))",Ringsfield
"POLYGON ((1.55411380617697 52.4159600126461,1.52040719617405 52.4174209003401,1.51959119185447 52.4303395919219,1.55738903307526 52.4358854559621,1.55411380617697 52.4159600126461))",Ringsfield Corner
"POLYGON ((0.563237330459152 52.9444006029623,0.578546129952559 52.9357232037555,0.563225588341353 52.9178992785041,0.520783994048239 52.9153174690459,0.512559893254657 52.9208753112336,0.511633336909629 52.9350261540119,0.531231891282639 52.9464182956991,0.563237330459152 52.9444006029623))",Ringstead
"POLYGON ((0.953696400398922 52.5313768499171,0.956780898036867 52.5116479588766,0.971973059041081 52.5028337980041,0.934786965354689 52.511719294824,0.9268288883546 52.5154706562559,0.907218848969568 52.5290434740086,0.906592757560547 52.5331835987676,0.911524866964659 52.5369384217089,0.953696400398922 52.5313768499171))",Rockland All Saints
"POLYGON ((1.45313763026879 52.5934947049972,1.43305867715945 52.5786599128938,1.4300744676938 52.5782632047281,1.40938610843228 52.5849009891498,1.40504545580435 52.5867174260415,1.40555224204304 52.5964371418217,1.409041715972 52.594223313765,1.44489039007638 52.6038103945595,1.44612430360202 52.604140111158,1.44674838197506 52.60319304006,1.45313763026879 52.5934947049972))",Rockland St Mary
"POLYGON ((0.956658049412789 52.5414185802518,0.953696400398922 52.5313768499171,0.911524866964659 52.5369384217089,0.923872580281084 52.5528246185148,0.926904739423075 52.5530410173752,0.956658049412789 52.5414185802518))",Rockland St Peter
"POLYGON ((1.64900157921745 52.6881223388725,1.64105857059078 52.6773733432995,1.60560188184056 52.6817153424212,1.59848825300519 52.6872546738464,1.60270748367631 52.694727842878,1.60471893811499 52.6938046476671,1.62288338913838 52.6977020225569,1.64900157921745 52.6881223388725))",Rollesby
"POLYGON ((0.715124396610269 52.7658450708426,0.740347817638276 52.7381753378382,0.68941229110746 52.729021805444,0.667570376228048 52.7332813161472,0.655729592059338 52.7414518100193,0.704578145600902 52.7734253383611,0.715124396610269 52.7658450708426))",Rougham
"POLYGON ((1.32465656144955 52.902948276152,1.32319674268318 52.8901610944136,1.32453352604924 52.8891717674099,1.29862632768359 52.8645687111435,1.29195601842753 52.8638275116241,1.27918987928055 52.8779957581661,1.2663995739825 52.8797371442257,1.24286135882929 52.8773748130016,1.23771720395291 52.8792410660867,1.23703818329692 52.8902971180018,1.24292610195322 52.8967759719833,1.25253288313914 52.8987569184595,1.26282434619052 52.9028112654408,1.28434437019663 52.8938750464455,1.29824730841528 52.8966171625616,1.29966379504679 52.9084952160131,1.32465656144955 52.902948276152))",Roughton
"POLYGON ((1.08903989936851 52.3718553752404,1.07230403055323 52.3765722524721,1.05715569587881 52.3791625215808,1.0693749696603 52.3891881645443,1.09756255165485 52.3924615840941,1.08903989936851 52.3718553752404))",Roydon
"POLYGON ((1.47288535671222 52.3798977432767,1.47084191514962 52.3767553932477,1.44452792841523 52.3621707001576,1.44330690265752 52.3619378228061,1.42764984901885 52.3660939633265,1.42620640923422 52.3821409630958,1.46706301726824 52.390806399479,1.46792574321129 52.3833939348315,1.47112820151575 52.3815592701555,1.47288535671222 52.3798977432767))",Rumburgh
"POLYGON ((0.405970928700496 52.6605824918893,0.393233770135028 52.6398218860423,0.390100891708212 52.6391375996828,0.359520390078506 52.6537980166635,0.376391907837219 52.6642456078339,0.405970928700496 52.6605824918893))",Runcton Holme
"POLYGON ((1.67854975186987 52.6489643319018,1.66855014744604 52.6374993468364,1.66905476519635 52.6167021753162,1.62643326923611 52.6121771629842,1.62142415457301 52.6332425586191,1.62004065264614 52.639057238787,1.65002667322093 52.6506857404846,1.64950557178659 52.65461077722,1.67854975186987 52.6489643319018))",Runham
"POLYGON ((1.25814176603644 52.4025933380901,1.24664869211126 52.385861244086,1.2385580299766 52.3838792630648,1.21295388153102 52.3866678292953,1.20687064391652 52.3896792044987,1.20583717677946 52.3966441464982,1.21602203579512 52.414569631554,1.22862594642033 52.403510805681,1.23879315557322 52.4020902649639,1.25814176603644 52.4025933380901))",Rushall
"POLYGON ((0.86595311410037 52.3995218678438,0.863158515114075 52.3907363101352,0.862657700076524 52.3908668008108,0.855042900803449 52.3951073005788,0.855238000378756 52.3986666006149,0.839060899634485 52.4004948004782,0.828062699438851 52.3950824005564,0.827598900053071 52.394747400736,0.805035500650596 52.3884402006388,0.801847984671514 52.3891250099693,0.787987782019997 52.4013615064242,0.7957288262394 52.411117991597,0.86595311410037 52.3995218678438))",Rushford
"POLYGON ((1.69480889224021 52.4243145743842,1.68937442072709 52.4146475368069,1.6554738983687 52.4241141175476,1.68019622124269 52.434991619468,1.69480889224021 52.4243145743842))",Rushmere
